Elect.Particip,Old.Pop.,Mid.aged.Pop.,Young.Pop.,Children.Pop.,Highschool.degree,No.school.degree,Registrd.Web.Doms,Business.Regstr.,Income,GDP.growth.2009,GDP.growth.2008,Workforce,X.cars,Agricult..workf.,Prod..workf.,Manufac..Workf.,Constr..workf.,Service.workf.,Trade.workf.,Finance.workf.,Pub..serv..workf.,Bankruptcies,Unemploy.,Unempl..Youth,ranking,Type_Urban,State_Bavaria,State_Berlin,State_Brandenburg,State_Bremen,State_Hamburg,State_Hesse,State_Lower Saxony,State_Mecklenburg-Vorpommern,State_NRW,State_Rhineland-Palatinate,State_Saarland,State_Saxony,State_Saxony-Anhalt,State_Schleswig-Holstein,State_Thuringia,Region_North,Region_South,Region_West
69.3,25.8,28.3,9.5,14.7,47.5,4.4,295.5,133.6,18474.0,-3.5,2.9,1427.1,492.3,0.5,29.2,25.3,3.0,70.3,23.3,14.2,32.9,110.5,6.6,6.4,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.0,26.3,27.1,12.2,13.8,33.5,6.0,182.0,96.7,19210.0,-3.0,1.5,1183.3,475.5,0.5,20.6,15.3,4.1,78.9,20.4,15.4,43.1,104.4,7.5,5.8,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.6,28.1,25.0,8.5,15.1,32.8,7.8,158.9,83.0,21240.0,-3.0,-0.6,1490.1,529.0,0.3,26.6,23.7,2.3,73.1,18.2,26.1,28.9,83.9,7.5,6.7,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66.9,28.2,24.4,8.1,15.2,28.2,9.1,169.2,93.2,17766.0,-2.3,0.3,1119.4,473.1,0.5,21.2,17.7,3.1,78.3,26.6,17.6,34.2,157.3,7.8,5.8,a>b>c>e>d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.9,28.3,27.1,8.6,18.9,0.0,5.7,104.1,96.7,18494.0,-0.8,-1.6,483.1,580.2,6.1,33.9,24.2,9.5,59.9,28.3,9.9,21.8,86.2,4.0,3.9,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.6,28.8,25.5,7.9,17.6,12.3,2.8,109.0,85.4,17812.0,-4.4,1.7,494.5,577.9,7.7,33.7,24.3,9.2,58.6,26.3,9.2,23.1,62.2,4.7,4.0,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.2,29.0,24.5,8.1,17.1,13.5,7.0,81.7,89.7,21705.0,-5.7,-0.2,609.1,562.2,3.5,48.7,41.9,6.5,47.8,21.9,6.9,19.0,118.3,6.0,6.5,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.3,29.0,25.6,8.5,18.5,23.2,2.4,125.6,95.8,19308.0,-2.6,3.4,507.4,584.1,6.7,30.4,23.1,7.0,62.8,24.0,10.7,28.1,49.8,4.2,4.8,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.7,28.7,23.3,7.3,16.2,15.5,4.7,108.0,77.8,18326.0,-3.4,7.0,680.4,553.0,3.9,41.7,34.2,6.9,54.4,24.0,7.5,23.0,104.9,6.1,5.7,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.3,29.4,24.9,7.5,15.8,21.9,5.7,87.0,66.0,20524.0,-5.8,-5.5,747.7,568.5,3.2,45.6,39.8,5.4,51.2,18.1,11.0,22.0,103.5,5.9,5.6,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.0,29.2,25.0,7.5,16.4,20.5,5.8,124.1,96.6,18794.0,-2.4,3.3,732.8,576.7,3.9,36.3,27.8,7.7,59.8,22.6,10.1,27.0,112.0,6.1,6.6,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.2,28.6,25.5,8.0,16.8,17.9,5.8,93.4,79.5,17893.0,-3.3,-0.7,789.1,556.4,3.7,32.1,26.1,5.8,64.2,28.8,9.8,25.7,99.5,5.6,5.1,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.8,29.2,22.8,7.2,15.2,26.9,7.2,88.8,74.4,18704.0,-5.2,-0.5,758.4,550.6,2.3,37.9,32.7,4.5,59.8,21.6,10.3,27.9,79.7,7.7,6.0,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.8,27.1,25.5,8.8,16.4,32.9,4.8,107.8,92.6,18243.0,-2.4,0.4,1272.4,515.8,1.4,20.5,18.1,2.2,78.0,24.7,15.4,37.9,60.9,6.9,7.9,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.8,25.2,30.4,9.4,15.9,40.2,4.4,211.3,77.7,19680.0,-6.5,10.1,1311.1,470.6,0.4,34.0,31.3,2.2,65.6,14.3,16.9,34.3,44.7,4.4,4.1,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.4,27.7,28.3,8.3,16.7,23.2,9.0,176.6,128.1,21356.0,-4.8,-0.9,737.4,463.8,0.8,25.8,21.3,4.1,73.4,26.1,18.9,28.4,146.9,8.0,8.2,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69.3,26.4,29.6,8.4,14.8,27.8,9.7,302.8,111.3,18975.0,-3.1,2.2,1104.7,431.4,0.5,19.4,15.5,3.0,80.1,24.8,26.4,28.8,101.6,8.7,8.5,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.0,27.7,26.1,7.6,17.4,26.4,8.0,189.7,100.9,20712.0,-3.8,-9.2,754.9,568.0,1.2,29.1,23.3,5.4,69.6,27.1,13.3,29.2,47.1,5.3,5.4,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.6,27.6,25.6,8.7,19.0,18.3,7.5,87.6,79.8,18283.0,-3.5,6.5,632.9,568.1,6.6,39.8,30.6,8.9,53.6,21.5,7.7,24.4,60.8,3.9,4.7,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.3,29.5,25.8,8.1,18.4,36.1,5.0,183.8,89.7,24683.0,-5.7,-4.3,624.9,590.1,2.5,42.9,38.1,4.6,54.7,22.6,11.0,21.1,53.8,2.9,3.1,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76.8,30.0,25.4,7.3,16.8,36.3,4.8,131.3,113.7,20750.0,-0.9,11.7,423.4,568.3,2.6,31.6,23.3,8.0,65.8,24.5,14.5,26.8,91.3,3.9,4.4,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76.3,29.0,25.1,7.5,17.1,24.5,8.9,137.7,100.3,22145.0,-5.5,5.9,620.5,561.1,2.5,34.5,28.6,5.6,63.0,23.4,12.3,27.3,58.0,3.6,3.9,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.7,28.3,25.0,8.5,18.6,21.0,4.9,94.8,84.1,18321.0,-1.9,3.6,646.1,565.7,8.1,30.0,22.5,7.1,62.0,23.2,12.7,26.1,50.3,3.7,4.6,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.7,28.4,25.7,8.2,18.4,18.3,4.7,190.3,109.7,19640.0,-1.6,2.9,593.2,579.8,4.5,31.6,22.7,8.7,63.9,24.1,10.1,29.7,80.6,3.5,3.6,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.7,28.3,24.1,8.5,18.4,18.8,6.4,89.0,117.0,18223.0,-3.9,2.9,693.3,556.2,5.7,32.7,25.8,5.7,61.6,22.0,9.6,30.0,102.0,5.1,5.1,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.5,27.3,27.9,8.2,16.3,35.1,4.2,179.9,130.3,20639.0,-3.6,-7.5,1316.8,547.1,0.3,22.5,18.3,3.8,77.2,31.4,17.3,28.6,71.5,7.1,7.5,a>b>c>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.0,26.7,24.7,9.0,15.3,33.6,4.6,133.6,124.9,17233.0,-9.4,-1.3,1837.5,465.6,0.2,42.7,38.6,3.2,57.1,18.3,13.6,25.2,104.0,8.4,7.5,a>b>e>c>d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.0,24.7,30.9,13.1,11.9,37.6,6.9,202.4,86.9,19058.0,-0.8,4.2,1163.6,419.4,0.5,13.7,10.6,2.5,85.8,24.7,17.5,43.6,72.3,5.8,3.7,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75.6,29.1,25.5,8.1,17.9,18.0,6.8,144.2,113.5,20349.0,-6.6,0.4,601.2,584.5,2.0,37.0,28.1,8.5,61.0,28.9,13.8,18.4,71.1,3.7,4.2,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.5,28.6,23.7,8.0,17.1,23.4,3.3,89.3,69.5,17922.0,1.4,1.3,732.8,575.0,3.9,24.6,14.9,9.4,71.6,23.7,8.9,39.0,58.8,5.1,4.6,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.6,28.4,25.0,8.4,18.1,20.1,3.7,92.9,70.0,17869.0,-2.3,1.6,733.2,555.2,4.9,34.5,27.1,6.9,60.5,21.5,8.8,30.3,42.7,4.6,4.9,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.4,29.3,25.1,8.6,18.1,18.6,6.7,94.7,77.5,17367.0,-4.6,-1.7,665.1,577.8,5.4,39.9,32.7,7.0,54.7,20.4,10.1,24.2,87.8,4.5,5.3,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.8,27.9,26.2,8.6,18.1,28.8,3.3,129.6,97.3,19254.0,-3.8,4.4,736.7,571.2,7.3,29.4,24.0,4.9,63.3,26.5,8.2,28.7,91.8,3.9,3.7,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73.3,27.8,25.7,8.3,18.7,19.7,6.4,117.0,116.8,19278.0,-3.6,-4.1,651.3,556.7,2.3,39.4,32.0,7.1,58.3,24.7,11.8,21.8,58.4,4.6,4.9,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.8,29.0,24.8,8.2,17.4,21.6,3.7,97.6,84.5,18688.0,-9.2,0.1,726.2,575.0,3.4,45.7,38.2,7.1,50.9,19.4,8.1,23.4,58.0,3.4,4.6,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77.0,29.1,24.4,8.4,17.9,0.0,8.2,86.0,73.7,18220.0,1.0,6.9,439.8,574.8,6.7,24.2,13.8,8.2,69.1,29.4,10.9,28.8,35.4,3.6,4.3,a>b>c>e>d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78.7,29.5,25.7,8.4,17.8,12.1,2.9,127.0,85.4,18569.0,-2.1,-1.4,489.1,570.6,5.5,26.1,18.5,7.4,68.4,29.3,14.1,25.0,69.9,3.3,3.2,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65.7,25.8,28.6,9.4,15.5,30.7,6.5,167.4,116.6,17289.0,-4.3,0.4,1000.0,432.2,0.3,23.8,19.3,3.1,75.8,23.2,18.5,34.2,157.5,8.3,7.2,a>b>d>c>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64.5,27.1,24.6,8.5,17.0,25.4,8.6,119.8,105.2,19040.0,-2.2,-0.4,864.9,484.2,0.8,21.4,16.3,4.5,77.8,23.8,12.8,41.2,81.5,7.3,7.9,a>c>b>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65.3,26.0,25.3,9.0,16.7,23.2,10.3,145.8,110.0,20264.0,-4.3,0.9,1171.6,525.7,0.6,20.9,17.3,2.6,78.4,29.3,17.5,31.7,89.9,5.9,7.7,a>c>b>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.1,26.7,25.9,8.3,17.5,27.1,5.4,120.2,101.4,21975.0,-5.5,4.2,1331.2,531.8,1.2,34.5,27.5,6.8,64.3,25.2,14.8,24.3,56.7,6.0,6.4,a>c>b>d>e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.3,27.8,26.7,8.2,19.3,12.6,7.3,126.8,116.3,20775.0,-1.9,1.1,560.5,554.0,5.2,31.0,21.6,9.4,63.8,28.9,10.8,24.1,64.0,3.6,3.9,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.3,28.0,25.9,8.2,18.9,15.5,7.8,118.3,118.5,20051.0,-3.7,-0.3,572.5,557.3,3.1,31.9,24.3,7.4,65.0,26.0,13.9,25.2,89.8,3.8,4.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.4,27.4,25.9,8.8,19.7,23.0,6.5,101.5,94.2,19554.0,-4.2,7.1,650.0,566.7,5.1,35.2,26.9,7.8,59.7,22.9,9.4,27.5,94.8,3.5,3.1,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68.2,27.5,26.2,8.6,19.2,23.8,9.5,115.6,98.3,19442.0,-1.9,4.6,758.9,558.6,3.3,36.1,26.2,7.9,60.6,21.0,10.9,28.6,66.2,4.0,4.7,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.6,27.3,26.8,8.5,18.2,19.5,7.0,131.3,103.2,19837.0,-7.2,2.9,690.8,545.9,1.8,36.5,31.1,5.3,61.7,29.3,11.4,21.0,90.3,4.4,4.9,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.1,26.8,25.5,7.6,18.2,26.2,5.0,129.8,100.5,20254.0,-4.0,6.4,764.0,540.9,4.2,36.5,29.9,6.0,59.3,23.1,11.9,24.3,44.3,4.0,4.0,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.5,27.2,25.5,8.2,19.2,16.6,4.0,119.9,104.9,19415.0,-5.3,6.9,704.3,542.5,6.4,37.0,27.1,9.7,56.6,24.0,7.9,24.7,48.8,3.8,4.2,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.0,26.8,25.3,8.2,19.5,15.0,3.1,117.9,102.9,20548.0,-5.6,0.2,693.2,571.5,6.6,40.4,28.5,11.6,53.0,22.8,7.9,22.3,50.1,3.3,3.6,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72.2,27.2,26.3,8.5,19.1,17.4,4.0,90.8,100.6,19711.0,-3.3,2.9,859.1,580.3,5.1,38.3,32.2,5.8,56.6,22.1,12.2,22.2,46.6,3.0,3.2,a>b>c>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74.1,27.7,25.4,7.9,18.1,13.2,3.1,150.6,103.7,19554.0,-2.7,2.9,701.0,554.6,5.6,29.6,21.6,7.4,64.9,31.7,9.5,23.7,38.7,3.7,3.7,a>c>b>d>e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.4,29.4,25.4,8.4,14.9,44.1,6.4,142.4,93.9,17917.0,-3.6,-0.5,918.2,521.4,0.5,20.1,14.4,3.9,79.4,24.0,22.3,33.1,133.4,10.4,9.5,a>b>e>c>d,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
74.5,29.6,24.8,7.8,16.7,46.1,5.1,108.3,84.9,15365.0,-3.4,2.9,605.7,581.0,1.6,28.2,21.3,6.6,70.2,30.7,8.7,30.7,86.6,5.7,6.0,a>b>e>c>d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.6,30.0,23.8,8.1,15.1,38.7,7.2,98.0,73.7,18122.0,-4.6,-1.8,573.0,555.5,0.9,25.9,17.2,8.1,73.2,26.4,11.9,34.8,134.3,7.9,8.4,a>b>e>c>d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
74.5,30.0,24.4,8.0,15.5,42.8,3.8,89.8,85.3,17077.0,-14.5,7.6,711.6,569.3,0.9,36.4,27.1,4.8,62.7,25.1,12.7,24.9,117.3,6.6,6.7,a>b>e>c>d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75.2,29.9,24.2,7.7,15.2,49.1,4.4,122.8,80.3,21198.0,-7.9,-0.3,817.5,583.3,0.9,36.5,31.2,4.9,62.6,22.3,12.9,27.5,113.3,6.5,7.6,a>b>e>c>d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
78.5,30.3,24.0,7.9,15.7,45.9,4.5,92.1,73.6,26300.0,-5.3,1.8,565.3,586.2,1.1,31.1,24.2,6.4,67.8,24.3,11.7,31.8,159.3,4.9,4.1,a>b>e>c>d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70.9,27.0,30.8,8.6,14.4,41.4,8.9,213.1,121.1,15843.0,2.0,4.6,704.7,317.8,0.3,12.9,7.8,4.5,86.8,23.1,23.6,40.1,113.8,14.1,15.3,a>b>e>d>c,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,29.5,23.7,8.8,11.4,53.3,8.2,78.2,72.2,15444.0,-1.3,5.3,800.0,436.3,0.7,22.1,15.1,6.3,77.2,20.2,16.0,41.0,113.3,15.1,15.5,e>b>a>c>d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.3,29.9,25.8,10.2,11.3,51.0,6.6,93.4,78.5,16023.0,0.1,2.2,938.1,456.5,0.7,10.0,4.6,4.1,89.3,23.3,20.5,45.5,102.4,14.5,15.4,e>b>a>c>d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.1,31.6,24.0,9.7,12.0,63.8,6.8,72.3,103.6,15368.0,2.6,14.2,1016.9,453.1,0.8,11.5,6.1,4.6,87.7,19.9,17.9,49.9,123.9,15.3,15.1,e>b>a>c>d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.0,26.0,30.4,9.3,14.3,64.2,4.5,187.6,113.2,16849.0,3.6,4.7,1056.5,406.3,0.5,6.9,2.7,3.4,92.6,16.7,23.5,52.5,83.0,8.4,8.5,e>b>a>d>c,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.3,32.1,25.3,8.1,13.3,50.4,7.6,100.3,94.3,16581.0,0.6,5.0,529.1,513.5,2.6,21.1,10.1,10.3,76.3,26.1,12.8,37.4,112.4,11.4,13.7,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,30.7,25.1,7.7,13.5,48.3,7.1,100.9,104.6,17276.0,-0.4,2.5,650.5,541.5,4.1,20.5,10.5,9.2,75.4,32.5,13.2,29.6,86.2,8.5,9.2,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.3,31.6,23.5,7.8,12.1,51.4,9.8,50.8,62.5,15549.0,-0.8,2.5,586.5,542.3,6.4,28.4,17.2,10.4,65.2,22.4,9.8,33.0,57.9,15.9,14.1,a>e>b>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.8,30.8,25.1,7.8,15.4,47.4,10.2,97.4,93.6,16530.0,-0.6,2.2,524.1,509.2,4.7,29.5,19.2,9.4,65.9,27.6,11.2,27.1,112.7,11.2,11.0,b>e>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.1,32.6,24.6,8.1,13.1,49.5,7.8,91.8,96.5,16314.0,0.4,6.7,505.3,529.5,4.5,20.7,8.5,11.5,74.7,26.5,12.3,35.9,85.1,12.7,12.1,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.0,30.7,25.7,7.6,14.8,44.9,7.8,93.4,89.8,16717.0,-0.3,-2.4,515.6,515.3,2.9,27.9,17.1,10.4,69.2,25.3,13.8,30.1,52.4,11.2,12.0,b>a>e>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.7,30.9,23.6,8.0,11.4,46.1,10.4,55.9,54.9,15747.0,-5.6,-0.6,605.0,520.2,3.5,29.0,17.9,9.8,67.4,23.7,15.0,28.8,81.8,17.0,14.5,e>a>b>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.6,31.7,24.5,8.0,12.6,49.2,11.4,71.1,81.6,16273.0,-2.5,-2.9,573.0,526.1,3.3,27.3,13.3,11.2,69.4,25.7,11.8,31.9,93.8,12.1,13.3,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.7,32.3,24.2,8.4,12.7,47.9,8.3,64.6,74.0,15194.0,-0.1,5.6,641.5,525.3,7.1,23.2,12.5,10.1,69.8,24.0,11.7,34.1,95.5,15.7,14.4,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.6,31.6,25.1,7.5,15.2,55.9,6.7,107.9,103.0,18075.0,-0.7,0.9,561.3,541.4,5.5,22.2,9.6,12.4,72.3,29.2,13.8,29.3,78.3,8.2,9.7,b>a>e>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.5,32.4,21.9,8.1,11.9,45.8,10.8,44.9,80.8,15738.0,-0.7,0.5,651.8,521.2,7.1,25.7,15.2,9.9,67.2,24.6,12.1,30.5,88.5,15.2,14.4,b>e>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.8,33.2,23.3,7.9,11.8,58.3,6.2,63.1,79.9,16062.0,-1.3,9.0,565.0,545.2,3.8,39.8,15.6,11.4,56.4,21.2,9.0,26.1,63.1,13.1,11.2,e>a>b>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.8,30.4,26.0,8.2,14.3,45.1,9.7,91.6,87.5,17322.0,-3.8,0.8,651.6,539.2,3.6,34.0,24.9,8.6,62.4,28.2,10.9,23.2,92.9,10.0,11.6,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.5,32.8,22.9,8.0,12.6,42.0,10.9,50.0,63.6,14807.0,-1.5,-2.6,599.7,501.2,6.3,24.6,15.5,8.3,69.1,23.4,11.1,34.6,78.7,18.0,17.2,e>b>a>c>d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.8,26.1,28.2,14.5,11.9,46.5,7.8,111.7,75.3,14772.0,1.3,-1.0,809.1,397.8,1.1,11.5,7.6,3.5,87.4,20.0,24.2,43.2,58.5,13.7,11.7,a>e>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64.4,31.3,24.3,10.3,12.2,50.7,9.6,75.8,76.8,15711.0,-1.2,-4.3,1030.8,452.4,0.5,14.0,8.5,4.7,85.5,22.7,21.7,41.1,235.3,15.1,13.9,e>a>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65.5,26.7,27.2,11.5,11.5,53.0,11.5,98.3,92.2,15251.0,-2.4,6.3,778.8,368.8,0.5,12.4,7.8,3.3,87.1,25.0,20.6,41.5,66.3,13.7,12.0,e>a>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65.8,29.2,25.4,9.3,12.2,48.0,10.1,122.6,85.8,15607.0,-0.9,2.7,1024.1,412.0,0.4,12.8,6.9,4.6,86.8,21.9,20.9,44.0,100.5,13.6,13.3,a>e>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60.8,28.0,24.9,9.8,12.0,49.9,7.5,86.1,69.3,15070.0,-2.4,10.3,890.0,406.6,0.4,13.2,7.7,4.8,86.5,22.4,17.6,46.4,65.7,16.1,16.0,a>e>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61.8,28.3,25.6,9.9,11.3,43.2,21.1,91.5,76.9,15087.0,-4.1,-2.4,767.5,409.1,0.5,26.6,19.5,6.4,72.9,19.0,15.6,38.3,78.0,15.4,13.7,e>a>b>c>d,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68.1,34.0,24.8,7.6,14.1,39.5,10.7,145.9,111.9,16177.0,-1.4,4.7,581.4,547.3,4.2,21.8,10.5,10.9,74.1,34.7,14.1,25.3,56.2,9.4,8.9,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58.4,32.5,23.3,7.7,13.4,35.8,14.4,36.7,52.9,14361.0,-1.2,-4.1,536.5,491.9,9.1,22.2,10.8,9.4,68.8,24.1,10.0,34.7,217.1,18.3,13.9,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59.4,31.5,24.0,8.2,13.7,35.8,15.7,71.1,71.7,14853.0,-1.4,4.3,598.3,483.9,6.8,19.0,11.6,6.7,74.2,23.5,10.0,40.7,62.6,14.5,13.3,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65.6,32.0,25.5,8.3,14.1,37.4,11.1,61.6,71.1,16148.0,-1.8,0.3,573.2,541.5,7.2,32.6,22.8,9.2,60.2,24.5,10.0,25.8,65.2,9.8,9.7,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64.2,33.6,23.6,7.6,13.0,44.7,12.9,56.3,65.8,15051.0,0.0,7.8,516.8,531.0,6.3,17.5,8.1,8.8,76.2,26.3,8.8,41.2,201.4,15.1,11.0,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61.4,31.8,24.5,8.1,13.4,40.3,15.9,88.1,74.0,15086.0,-2.0,2.9,653.9,509.3,5.8,23.4,15.6,7.2,70.8,30.2,7.9,32.6,184.7,12.7,9.6,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60.6,32.9,23.9,7.5,13.0,31.0,12.6,71.7,73.2,14922.0,0.2,3.7,533.9,524.3,6.8,16.8,7.0,9.4,76.4,30.1,7.3,39.0,43.6,14.9,12.7,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63.0,31.8,26.2,7.9,15.1,30.8,15.9,62.4,83.4,15417.0,-2.2,0.2,459.7,532.3,7.7,28.9,15.2,12.7,63.4,26.5,7.6,29.2,63.7,11.3,11.3,a>e>b>c>d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
